"Скважина","НГДУ","ЦДНГ","ГУ","ЗУ","Категория","Состояние","Причина простоя","Способ эксплуатации","№ отвода","Qж, м³/сут","Обв, %","Qн, т/сут"
UZN_4117,НГДУ-1,ЦДНГ-11,ГУ-54,ЗУ-54б,Контрольная,В простое,Нерентабельная для эксплуатации скважина,ШГН,6.000000,30.0,95.0,1.0
UZN_4118,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,11.000000,60.0,97.0,2.0
UZN_4119,НГДУ-1,ЦДНГ-8,ГУ-55,ЗУ-55б,Нефтяная,В работе,,ШГН,7.000000,35.0,93.0,2.0
UZN_4120,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4121,НГДУ-1,ЦДНГ-8,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4122,НГДУ-1,ЦДНГ-8,ГУ-7,ЗУ-7б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,2.000000,115.0,95.0,5.0
UZN_4123,НГДУ-1,ЦДНГ-8,ГУ-7,ЗУ-7б,Контрольная,В работе,,Отсутствует,7.000000,25.0,95.0,1.0
UZN_4124,НГДУ-1,ЦДНГ-8,ГУ-7,ЗУ-7г,Нефтяная,В работе,,ШГН,3.000000,10.0,50.0,4.0
UZN_4125,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4126,НГДУ-1,ЦДНГ-8,ГУ-55,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,7.000000,35.0,95.0,1.0
UZN_4127,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4128,НГДУ-1,ЦДНГ-11,ГУ-85,ЗУ-85в,Нефтяная,В работе,,ШГН,6.000000,45.0,90.0,4.0
UZN_4129,НГДУ-1,ЦДНГ-11,ГУ-84,ЗУ-84г,Контрольная,В простое,Нерентабельная для эксплуатации скважина,ШГН,2.000000,20.0,95.0,1.0
UZN_4130,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4131,НГДУ-1,ЦДНГ-11,ГУ-84,ЗУ-84д,Нефтяная,В работе,,ШГН,8.000000,35.0,80.0,6.0
UZN_4132,НГДУ-1,ЦДНГ-11,ГУ-83,ЗУ-83в,Нефтяная,В работе,,УЭЦН,7.000000,60.0,90.0,5.0
UZN_4133,НГДУ-1,ЦДНГ-11,ГУ-84,,Нефтяная,В работе,,ШГН,11.000000,20.0,70.0,5.0
UZN_4134,НГДУ-1,ЦДНГ-11,ГУ-84,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,1.000000,5.0,50.0,2.0
UZN_4135,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4136,НГДУ-1,ЦДНГ-11,ГУ-4,ЗУ-4б,Нефтяная,В работе,,ШГН,9.000000,30.0,90.0,3.0
UZN_4137,НГДУ-3,,,,Нагнетательная,В ожидании ликвидации,,Отсутствует,,,,
UZN_4138,НГДУ-1,,,,Контрольная,В простое,Ограничение по причине обводненности,Отсутствует,6.000000,5.0,70.0,1.0
UZN_4139,НГДУ-1,ЦДНГ-11,ГУ-83,ЗУ-83е,Нефтяная,В работе,,ШГН,6.000000,45.0,90.0,4.0
UZN_4140,НГДУ-1,ЦДНГ-2,ГУ-88,ЗУ-88д,Нефтяная,В работе,,ШГН,6.000000,85.0,93.0,5.0
UZN_4141,НГДУ-3,ЦДНГ-10,ГУ-65,ЗУ-65в,Нефтяная,В работе,,ШГН,11.000000,75.0,90.0,6.0
UZN_4142,НГДУ-1,ЦДНГ-11,ГУ-84,ЗУ-84е,Нефтяная,В работе,,ШГН,2.000000,40.0,85.0,5.0
UZN_4143,НГДУ-1,ЦДНГ-11,ГУ-4,,Нефтяная,В работе,,ШГН,12.000000,20.0,80.0,3.0
UZN_4144,НГДУ-3,ЦДНГ-10,ГУ-66,ЗУ-66в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,3.000000,5.0,95.0,0.0
UZN_4145,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4146,НГДУ-1,ЦДНГ-2,ГУ-87,ЗУ-87в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,13.000000,35.0,93.0,2.0
UZN_4147,НГДУ-1,ЦДНГ-2,ГУ-87,ЗУ-87а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,10.000000,50.0,99.0,0.0
UZN_4148,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4149,НГДУ-3,ЦДНГ-10,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4150,НГДУ-1,ЦДНГ-2,ГУ-88,,Нефтяная,В работе,,ШГН,9.000000,10.0,75.0,2.0
UZN_4151,НГДУ-1,ЦДНГ-2,ГУ-87,ЗУ-87а,Нефтяная,В простое,ПРС,ШГН,3.000000,25.0,55.0,9.0
UZN_4152,НГДУ-1,ЦДНГ-2,ГУ-91,ЗУ-91а,Нефтяная,В простое,ПРС,УЭЦН,12.000000,85.0,95.0,4.0
UZN_4153,НГДУ-1,ЦДНГ-11,ГУ-4,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,10.000000,30.0,90.0,3.0
UZN_4154,НГДУ-1,ЦДНГ-11,ГУ-84,ЗУ-84г,Нефтяная,В простое,КРС,ШГН,5.000000,70.0,90.0,6.0
UZN_4155,НГДУ-3,ЦДНГ-10,ГУ-69,ЗУ-69б,Нефтяная,В работе,,ШГН,12.000000,50.0,95.0,2.0
UZN_4156,НГДУ-3,ЦДНГ-5,ГУ-77,ЗУ-77в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,5.000000,2.0,80.0,0.0
UZN_4157,НГДУ-3,ЦДНГ-1,ГУ-62,ЗУ-3а,Нефтяная,В работе,,ШГН,13.000000,50.0,95.0,2.0
UZN_4158,НГДУ-3,ЦДНГ-1,ГУ-61,ЗУ-61б,Нефтяная,В работе,,ШГН,6.000000,45.0,90.0,4.0
UZN_4159,НГДУ-1,ЦДНГ-8,ГУ-57,ЗУ-57в,Нефтяная,В работе,,УЭЦН,14.000000,20.0,50.0,8.0
UZN_4160,НГДУ-3,,,,Нагнетательная,В простое,ОКРС,Отсутствует,,60.0,90.0,5.0
UZN_4161,НГДУ-3,ЦДНГ-1,ГУ-61,ЗУ-61в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,8.000000,85.0,92.0,6.0
UZN_4162,НГДУ-3,ЦДНГ-1,ГУ-61,ЗУ-61Д,Нефтяная,В работе,,УЭЦН,1.000000,70.0,92.0,5.0
UZN_4163,НГДУ-3,ЦДНГ-1,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4164,НГДУ-3,ЦДНГ-1,ГУ-61,ЗУ-61а-1,Нефтяная,В работе,,ШГН,2.000000,40.0,90.0,3.0
UZN_4165,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4166,НГДУ-3,ЦДНГ-1,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4167,НГДУ-3,ЦДНГ-10,ГУ-65,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4168,НГДУ-3,ЦДНГ-10,ГУ-11,ЗУ-11а-1,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,45.0,85.0,6.0
UZN_4169,НГДУ-3,ЦДНГ-10,ГУ-11,ЗУ-11б-1,Нефтяная,Ликвидированная,Технические причины,Отсутствует,10.000000,30.0,95.0,1.0
UZN_4170,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4171,НГДУ-3,ЦДНГ-10,ГУ-65,ЗУ-65а-2,Нефтяная,Ликвидированная,Технические причины,Отсутствует,10.000000,90.0,92.0,6.0
UZN_4172,НГДУ-3,ЦДНГ-1,,,Нефтяная,Снят с баланса,,Фонтан,,,,
UZN_4174,НГДУ-2,ЦДНГ-9,ГУ-51,ЗУ-51а,Нефтяная,В работе,,УЭЦН,6.000000,85.0,94.0,4.0
UZN_4175,НГДУ-2,ЦДНГ-3,ГУ-18,ЗУ-18а,Нефтяная,В работе,,ШГН,7.000000,60.0,85.0,8.0
UZN_4176,НГДУ-2,ЦДНГ-12,ГУ-38,ЗУ-38в,Нефтяная,В работе,,ШГН,5.000000,30.0,95.0,1.0
UZN_4177,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,15.000000,5.0,40.0,3.0
UZN_4178,НГДУ-2,ЦДНГ-9,ГУ-6,ЗУ-6,Нефтяная,В работе,,ШГН,10.000000,40.0,75.0,8.0
UZN_4179,НГДУ-2,ЦДНГ-9,ГУ-52,ЗУ-52в,Нефтяная,В работе,,ШГН,7.000000,70.0,96.0,2.0
UZN_4180,НГДУ-3,ЦДНГ-13,ГУ-15,ЗУ-15б-1,Нефтяная,Ликвидированная,Технические причины,Отсутствует,1.000000,40.0,90.0,3.0
UZN_4181,НГДУ-2,ЦДНГ-3,ГУ-42,ЗУ-42а,Нефтяная,В работе,,УЭЦН,13.000000,40.0,90.0,3.0
UZN_4182,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,,30.0,98.0,1.0
UZN_4183,НГДУ-2,ЦДНГ-12,ГУ-38,ЗУ-38в,Нефтяная,В работе,,ШГН,13.000000,35.0,70.0,9.0
UZN_4184,НГДУ-4,ЦДНГ-4,ГУ-27,ЗУ-27г,Нефтяная,В работе,,ШГН,8.000000,20.0,50.0,8.0
UZN_4185,НГДУ-3,ЦДНГ-13,ГУ-2,ЗУ-2б,Нефтяная,В ожидании ликвидации,,ШГН,3.000000,10.0,40.0,5.0
UZN_4186,НГДУ-3,ЦДНГ-5,ГУ-76,ЗУ-76г,Нефтяная,В работе,,ШГН,9.000000,75.0,65.0,22.0
UZN_4187,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,30.0,90.0,3.0
UZN_4188,НГДУ-3,ЦДНГ-5,ГУ-82,ЗУ-82г,Нефтяная,В работе,,ШГН,1.000000,10.0,40.0,5.0
UZN_4189,НГДУ-3,ЦДНГ-5,ГУ-76,,Нефтяная,В работе,,УЭЦН,6.000000,40.0,80.0,7.0
UZN_4190,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,60.0,94.0,3.0
UZN_4191,НГДУ-3,ЦДНГ-5,ГУ-82,ЗУ-82б,Контрольная,В простое,Перевод в КФ,ШГН,8.000000,15.0,90.0,1.0
UZN_4192,НГДУ-3,ЦДНГ-10,ГУ-69,,Нефтяная,В работе,,ШГН,3.000000,40.0,80.0,7.0
UZN_4193,НГДУ-4,ЦДНГ-6,ГУ-110,ЗУ-110б,Нефтяная,В работе,,ШГН,4.000000,30.0,60.0,10.0
UZN_4194,НГДУ-3,ЦДНГ-1,ГУ-62,ЗУ-3а,Контрольная,В простое,Нерентабельная для эксплуатации скважина,ШГН,9.000000,30.0,97.0,1.0
UZN_4195,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4196,НГДУ-4,ЦДНГ-4,ГУ-28,ЗУ-28б,Нефтяная,В работе,,ШГН,8.000000,45.0,85.0,6.0
UZN_4197,НГДУ-3,ЦДНГ-5,ГУ-76,,Нефтяная,В простое,ОПРС,ШГН,8.000000,30.0,95.0,1.0
UZN_4198,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,50.0,90.0,4.0
UZN_4199,НГДУ-2,ЦДНГ-9,ГУ-47,ЗУ-47б,Нефтяная,В работе,,ШГН,7.000000,20.0,90.0,2.0
UZN_4200,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4201,НГДУ-2,ЦДНГ-3,ГУ-45,ЗУ-45,Нефтяная,В работе,,ШГН,14.000000,45.0,50.0,19.0
UZN_4202,НГДУ-3,ЦДНГ-13,ГУ-15,ЗУ-15б-2,Нефтяная,Бездействие,Нет забоя,Отсутствует,12.000000,40.0,90.0,3.0
UZN_4203,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4204,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,2.000000,15.0,95.0,1.0
UZN_4205,НГДУ-1,ЦДНГ-8,ГУ-7,ЗУ-7б,Нефтяная,В работе,,УЭЦН,12.000000,30.0,75.0,6.0
UZN_4206,НГДУ-3,ЦДНГ-10,ГУ-65,,Контрольная,В простое,Аварийное отключение электроэнергии,Отсутствует,10.000000,20.0,98.0,0.0
UZN_4207,НГДУ-1,ЦДНГ-11,ГУ-84,ЗУ-84б,Нефтяная,В работе,,ШГН,12.000000,60.0,92.0,4.0
UZN_4208,НГДУ-1,ЦДНГ-11,ГУ-85,,Нефтяная,В работе,,ШГН,3.000000,25.0,65.0,7.0
UZN_4209,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,35.0,98.0,1.0
UZN_4210,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4211,НГДУ-1,ЦДНГ-11,ГУ-83,ЗУ-83а1,Нефтяная,В работе,,ШГН,13.000000,40.0,80.0,7.0
UZN_4212,НГДУ-4,ЦДНГ-4,ГУ-27,ЗУ-27а,Нефтяная,В работе,,ШГН,4.000000,20.0,70.0,5.0
UZN_4213,НГДУ-4,ЦДНГ-6,ГУ-10,,Нефтяная,В работе,,ШГН,1.000000,75.0,70.0,19.0
UZN_4214,НГДУ-4,ЦДНГ-4,ГУ-28,ЗУ-28г,Нефтяная,В ожидании ликвидации,,ШГН,9.000000,5.0,98.0,0.0
UZN_4215,НГДУ-4,,,,Нагнетательная,Ликвидированная,Геологические причины,Отсутствует,,,,
UZN_4216,НГДУ-1,ЦДНГ-11,ГУ-84,ЗУ-84в,Нефтяная,В работе,,УЭЦН,11.000000,25.0,90.0,2.0
UZN_4217,НГДУ-4,ЦДНГ-4,ГУ-28,,Нефтяная,В работе,,ШГН,8.000000,15.0,50.0,6.0
UZN_4218,НГДУ-1,ЦДНГ-8,ГУ-93,ЗУ-93а,Нефтяная,В работе,,ШГН,1.000000,15.0,70.0,4.0
UZN_4219,НГДУ-4,,,,Контрольная,В простое,Перевод в КФ,Отсутствует,,30.0,99.0,0.0
UZN_4220,НГДУ-3,,,,Нагнетательная,Бездействие,Авария с НКТ,Отсутствует,,,,
UZN_4221,НГДУ-1,ЦДНГ-8,ГУ-13,ЗУ-13б,Нефтяная,В работе,,ШГН,9.000000,60.0,90.0,5.0
UZN_4222,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_4223,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_4224,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_4225,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,1.000000,,,
UZN_4226,НГДУ-1,ЦДНГ-8,ГУ-12,ЗУ-12Д,Нефтяная,В работе,,ШГН,12.000000,45.0,75.0,9.0
UZN_4227,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_4228,НГДУ-4,ЦДНГ-4,ГУ-27,ЗУ-27г,Нефтяная,Ликвидированная,Технические причины,Отсутствует,2.000000,50.0,95.0,2.0
UZN_4229,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,30.0,95.0,1.0
UZN_4230,НГДУ-1,ЦДНГ-8,ГУ-13,ЗУ-13а,Нефтяная,В работе,,ШГН,7.000000,65.0,95.0,3.0
UZN_4231,НГДУ-1,ЦДНГ-11,ГУ-54,ЗУ-54а,Нефтяная,В работе,,ШГН,4.000000,15.0,85.0,2.0
UZN_4232,НГДУ-1,ЦДНГ-11,ГУ-4,,Нефтяная,В работе,,ШГН,13.000000,40.0,70.0,10.0
UZN_4233,НГДУ-2,ЦДНГ-3,ГУ-41,ЗУ-41д,Нефтяная,В работе,,ШГН,14.000000,20.0,50.0,8.0
UZN_4234,НГДУ-1,ЦДНГ-2,ГУ-88,ЗУ-88в,Нефтяная,В работе,,ШГН,14.000000,35.0,95.0,1.0
UZN_4235,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4236,НГДУ-1,ЦДНГ-8,ГУ-7,ЗУ-7б,Нефтяная,В работе,,ШГН,1.000000,80.0,95.0,3.0
UZN_4237,НГДУ-3,ЦДНГ-5,ГУ-76,ЗУ-76в,Нефтяная,В работе,,ШГН,7.000000,40.0,85.0,5.0
UZN_4238,НГДУ-3,ЦДНГ-1,,ЗУ-1б,Нефтяная,В работе,,ШГН,8.000000,30.0,90.0,3.0
UZN_4239,НГДУ-3,ЦДНГ-1,,ЗУ-1г,Нефтяная,В работе,,ШГН,13.000000,25.0,70.0,6.0
UZN_4240,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_4242,НГДУ-3,ЦДНГ-5,ГУ-76,ЗУ-76г,Нефтяная,В работе,,ШГН,1.000000,65.0,93.0,4.0
UZN_4243,НГДУ-4,ЦДНГ-4,ГУ-24,ЗУ-24а,Нефтяная,В работе,,ШГН,3.000000,25.0,70.0,6.0
UZN_4244,НГДУ-3,ЦДНГ-13,ГУ-73,ЗУ-73а,Нефтяная,Бездействие,Авария подземного оборудования,ШГН,12.000000,90.0,95.0,4.0
UZN_4245,НГДУ-2,,,,Нагнетательная,Бездействие,Нет забоя,Отсутствует,11.000000,15.0,70.0,4.0
UZN_4246,НГДУ-4,ЦДНГ-6,ГУ-23,ЗУ-23а,Нефтяная,В работе,,ШГН,2.000000,60.0,95.0,3.0
UZN_4247,НГДУ-3,ЦДНГ-13,ГУ-73,ЗУ-73а,Нефтяная,В работе,,ШГН,12.000000,30.0,70.0,8.0
UZN_4248,НГДУ-3,ЦДНГ-5,ГУ-76,ЗУ-76г,Нефтяная,В работе,,ШГН,14.000000,50.0,85.0,6.0
UZN_4249,НГДУ-3,ЦДНГ-1,ГУ-1,ЗУ-1д(б),Нефтяная,В работе,,УЭЦН,12.000000,25.0,90.0,2.0
UZN_4250,НГДУ-4,ЦДНГ-4,ГУ-28,ЗУ-28а,Нефтяная,В работе,,ШГН,11.000000,30.0,95.0,1.0
UZN_4251,НГДУ-4,ЦДНГ-4,ГУ-28,ЗУ-28б,Нефтяная,В работе,,ШГН,10.000000,30.0,95.0,1.0
UZN_4252,НГДУ-3,ЦДНГ-10,ГУ-66,ЗУ-66а,Нефтяная,В работе,,УЭЦН,7.000000,140.0,95.0,6.0
UZN_4253,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,15.000000,10.0,50.0,4.0
UZN_4254,НГДУ-3,ЦДНГ-1,,ЗУ-1г,Нефтяная,В работе,,УЭЦН,3.000000,30.0,92.0,2.0
UZN_4255,НГДУ-4,ЦДНГ-4,ГУ-27,ЗУ-27б,Нефтяная,В работе,,ШГН,5.000000,30.0,85.0,4.0
UZN_4256,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46,Нефтяная,В работе,,ШГН,3.000000,80.0,70.0,20.0
UZN_4257,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46б,Нефтяная,В работе,,ШГН,4.000000,20.0,70.0,5.0
UZN_4258,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46б,Нефтяная,В работе,,УЭЦН,3.000000,40.0,90.0,3.0
UZN_4259,НГДУ-2,ЦДНГ-3,ГУ-41,ЗУ-41в,Нефтяная,В простое,КРС,ШГН,7.000000,15.0,65.0,4.0
UZN_4260,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
